timestamp,lineId,directionId,pointId,istop_id,distanceFromPoint,et,bus_id
1631607406554,95,4318,4311,20,0,2021-09-14 08:16:46.554,6
1631607438674,95,4318,2268,2,77,2021-09-14 08:17:18.674,14
1631607438674,95,4318,1729,7,181,2021-09-14 08:17:18.674,11
1631607438674,95,4318,4305,13,315,2021-09-14 08:17:18.674,10
1631607438674,95,4318,4306,14,416,2021-09-14 08:17:18.674,8
1631607438674,95,4318,4307,15,6,2021-09-14 08:17:18.674,12
1631607438674,95,4318,4311,20,94,2021-09-14 08:17:18.674,6
1631607471074,95,4318,1703,3,53,2021-09-14 08:17:51.074,14
1631607471074,95,4318,1233,8,0,2021-09-14 08:17:51.074,11
1631607471074,95,4318,4307,15,0,2021-09-14 08:17:51.074,8
1631607471074,95,4318,4311,20,293,2021-09-14 08:17:51.074,6
1631607502343,95,4318,1128,4,0,2021-09-14 08:18:22.343,14
1631607502343,95,4318,1729,7,99,2021-09-14 08:18:22.343,15
1631607502343,95,4318,1233,8,31,2021-09-14 08:18:22.343,11
1631607502343,95,4318,4307,15,4,2021-09-14 08:18:22.343,8
1631607502343,95,4318,4307,15,6,2021-09-14 08:18:22.343,16
1631607502343,95,4318,1453,21,98,2021-09-14 08:18:22.343,6
1631607533425,95,4318,1128,4,0,2021-09-14 08:18:53.425,14
1631607533425,95,4318,1729,7,99,2021-09-14 08:18:53.425,15
1631607533425,95,4318,1233,8,148,2021-09-14 08:18:53.425,11
1631607533425,95,4318,4307,15,38,2021-09-14 08:18:53.425,8
1631607533425,95,4318,4307,15,85,2021-09-14 08:18:53.425,16
1631607533425,95,4318,4313,22,1,2021-09-14 08:18:53.425,6
1631607564593,95,4318,1128,4,151,2021-09-14 08:19:24.593,14
1631607564593,95,4318,1729,7,99,2021-09-14 08:19:24.593,15
1631607564593,95,4318,1233,8,407,2021-09-14 08:19:24.593,11
1631607564593,95,4318,4307,15,85,2021-09-14 08:19:24.593,8
1631607564593,95,4318,4307,15,189,2021-09-14 08:19:24.593,16
1631607564593,95,4318,4313,22,68,2021-09-14 08:19:24.593,6
1631607595441,95,4318,6354,5,0,2021-09-14 08:19:55.441,14
1631607595441,95,4318,1729,7,99,2021-09-14 08:19:55.441,15
1631607595441,95,4318,1906,9,0,2021-09-14 08:19:55.441,11
1631607595441,95,4318,4307,15,85,2021-09-14 08:19:55.441,8
1631607595441,95,4318,4307,15,189,2021-09-14 08:19:55.441,16
1631607595441,95,4318,4313,22,120,2021-09-14 08:19:55.441,6
1631607626806,95,4318,6354,5,36,2021-09-14 08:20:26.806,14
1631607626806,95,4318,1233,8,427,2021-09-14 08:20:26.806,15
1631607626806,95,4318,1906,9,40,2021-09-14 08:20:26.806,11
1631607626806,95,4318,4307,15,85,2021-09-14 08:20:26.806,8
1631607626806,95,4318,4307,15,227,2021-09-14 08:20:26.806,16
1631607626806,95,4318,4313,22,280,2021-09-14 08:20:26.806,6
1631607658049,95,4318,6354,5,36,2021-09-14 08:20:58.049,14
1631607658049,95,4318,1233,8,495,2021-09-14 08:20:58.049,15
1631607658049,95,4318,1906,9,40,2021-09-14 08:20:58.049,11
1631607658049,95,4318,4307,15,6,2021-09-14 08:20:58.049,17
1631607658049,95,4318,4307,15,227,2021-09-14 08:20:58.049,16
1631607658049,95,4318,4313,22,348,2021-09-14 08:20:58.049,6
1631607689414,95,4318,6354,5,36,2021-09-14 08:21:29.414,14
1631607689414,95,4318,1906,9,40,2021-09-14 08:21:29.414,15
1631607689414,95,4318,1906,9,50,2021-09-14 08:21:29.414,11
1631607689414,95,4318,4307,15,227,2021-09-14 08:21:29.414,17
1631607689414,95,4318,3558,16,474,2021-09-14 08:21:29.414,16
1631607689414,95,4318,4313,22,348,2021-09-14 08:21:29.414,6
1631607721253,95,4318,6354,5,36,2021-09-14 08:22:01.253,14
1631607721253,95,4318,1906,9,221,2021-09-14 08:22:01.253,15
1631607721253,95,4318,1909,10,38,2021-09-14 08:22:01.253,11
1631607721253,95,4318,4307,15,227,2021-09-14 08:22:01.253,17
1631607721253,95,4318,4308,17,0,2021-09-14 08:22:01.253,16
1631607721253,95,4318,4315,24,42,2021-09-14 08:22:01.253,18
1631607754172,95,4318,6354,5,36,2021-09-14 08:22:34.172,14
1631607754172,95,4318,1909,10,38,2021-09-14 08:22:34.172,15
1631607754172,95,4318,1909,10,41,2021-09-14 08:22:34.172,11
1631607754172,95,4318,4307,15,227,2021-09-14 08:22:34.172,17
1631607754172,95,4318,4308,17,155,2021-09-14 08:22:34.172,16
1631607754172,95,4318,4315,24,42,2021-09-14 08:22:34.172,18
1631607784178,95,4318,6354,5,655,2021-09-14 08:23:04.178,14
1631607784178,95,4318,1909,10,38,2021-09-14 08:23:04.178,15
1631607784178,95,4318,1909,10,375,2021-09-14 08:23:04.178,11
1631607784178,95,4318,4308,17,34,2021-09-14 08:23:04.178,19
1631607784178,95,4318,4309,18,0,2021-09-14 08:23:04.178,16
1631607784178,95,4318,4315,24,34,2021-09-14 08:23:04.178,20
1631607815692,95,4318,6354,5,676,2021-09-14 08:23:35.692,14
1631607815692,95,4318,1909,10,38,2021-09-14 08:23:35.692,15
1631607815692,95,4318,4303,11,0,2021-09-14 08:23:35.692,11
1631607815692,95,4318,4307,15,6,2021-09-14 08:23:35.692,21
1631607815692,95,4318,4308,17,34,2021-09-14 08:23:35.692,19
1631607815692,95,4318,4309,18,68,2021-09-14 08:23:35.692,16
1631607815692,95,4318,4315,24,34,2021-09-14 08:23:35.692,20
1631607848071,95,4318,6354,5,691,2021-09-14 08:24:08.071,14
1631607848071,95,4318,4303,11,4,2021-09-14 08:24:08.071,15
1631607848071,95,4318,4304,12,0,2021-09-14 08:24:08.071,11
1631607848071,95,4318,4309,18,38,2021-09-14 08:24:08.071,19
1631607848071,95,4318,4309,18,301,2021-09-14 08:24:08.071,16
1631607848071,95,4318,4315,24,34,2021-09-14 08:24:08.071,20
1631607879086,95,4318,6354,5,691,2021-09-14 08:24:39.086,14
1631607879086,95,4318,4303,11,55,2021-09-14 08:24:39.086,15
1631607879086,95,4318,4304,12,0,2021-09-14 08:24:39.086,11
1631607879086,95,4318,4307,15,6,2021-09-14 08:24:39.086,22
1631607879086,95,4318,4309,18,140,2021-09-14 08:24:39.086,19
1631607879086,95,4318,4309,18,449,2021-09-14 08:24:39.086,16
1631607909129,95,4318,6354,5,691,2021-09-14 08:25:09.129,14
1631607909129,95,4318,4303,11,221,2021-09-14 08:25:09.129,15
1631607909129,95,4318,4304,12,199,2021-09-14 08:25:09.129,11
1631607909129,95,4318,4309,18,466,2021-09-14 08:25:09.129,19
1631607909129,95,4318,4310,19,3,2021-09-14 08:25:09.129,16
1631607941724,95,4318,2268,2,121,2021-09-14 08:25:41.724,23
1631607941724,95,4318,6354,5,728,2021-09-14 08:25:41.724,14
1631607941724,95,4318,4303,11,311,2021-09-14 08:25:41.724,15
1631607941724,95,4318,4304,12,238,2021-09-14 08:25:41.724,11
1631607941724,95,4318,4310,19,0,2021-09-14 08:25:41.724,19
1631607941724,95,4318,4310,19,40,2021-09-14 08:25:41.724,16
1631607973058,95,4318,1703,3,0,2021-09-14 08:26:13.058,23
1631607973058,95,4318,6433,6,1,2021-09-14 08:26:13.058,14
1631607973058,95,4318,4304,12,34,2021-09-14 08:26:13.058,15
1631607973058,95,4318,4305,13,1,2021-09-14 08:26:13.058,11
1631607973058,95,4318,4310,19,92,2021-09-14 08:26:13.058,19
1631607973058,95,4318,4310,19,120,2021-09-14 08:26:13.058,16
1631608005733,95,4318,1703,3,107,2021-09-14 08:26:45.733,23
1631608005733,95,4318,6433,6,105,2021-09-14 08:26:45.733,14
1631608005733,95,4318,4304,12,262,2021-09-14 08:26:45.733,15
1631608005733,95,4318,4305,13,150,2021-09-14 08:26:45.733,11
1631608005733,95,4318,4310,19,140,2021-09-14 08:26:45.733,19
1631608005733,95,4318,4310,19,231,2021-09-14 08:26:45.733,16
1631608036894,95,4318,1703,3,183,2021-09-14 08:27:16.894,23
1631608036894,95,4318,1729,7,0,2021-09-14 08:27:16.894,14
1631608036894,95,4318,4305,13,0,2021-09-14 08:27:16.894,15
1631608036894,95,4318,4305,13,262,2021-09-14 08:27:16.894,11
1631608036894,95,4318,4310,19,317,2021-09-14 08:27:16.894,19
1631608036894,95,4318,4310,19,409,2021-09-14 08:27:16.894,16
1631608067833,95,4318,1128,4,0,2021-09-14 08:27:47.833,23
1631608067833,95,4318,1729,7,46,2021-09-14 08:27:47.833,14
1631608067833,95,4318,4305,13,34,2021-09-14 08:27:47.833,15
1631608067833,95,4318,4305,13,262,2021-09-14 08:27:47.833,11
1631608067833,95,4318,4311,20,0,2021-09-14 08:27:47.833,19
1631608067833,95,4318,4311,20,1,2021-09-14 08:27:47.833,16
1631608099559,95,4318,1128,4,0,2021-09-14 08:28:19.559,23
1631608099559,95,4318,1729,7,46,2021-09-14 08:28:19.559,14
1631608099559,95,4318,4305,13,34,2021-09-14 08:28:19.559,15
1631608099559,95,4318,4306,14,0,2021-09-14 08:28:19.559,11
1631608099559,95,4318,4307,15,6,2021-09-14 08:28:19.559,24
1631608099559,95,4318,4311,20,40,2021-09-14 08:28:19.559,19
1631608099559,95,4318,4311,20,71,2021-09-14 08:28:19.559,16
1631608130719,95,4318,1128,4,119,2021-09-14 08:28:50.719,23
1631608130719,95,4318,1233,8,34,2021-09-14 08:28:50.719,14
1631608130719,95,4318,4305,13,34,2021-09-14 08:28:50.719,15
1631608130719,95,4318,4306,14,0,2021-09-14 08:28:50.719,11
1631608130719,95,4318,4311,20,220,2021-09-14 08:28:50.719,19
1631608130719,95,4318,4311,20,287,2021-09-14 08:28:50.719,16
1631608163574,95,4318,1128,4,195,2021-09-14 08:29:23.574,23
1631608163574,95,4318,1233,8,34,2021-09-14 08:29:23.574,14
1631608163574,95,4318,4305,13,34,2021-09-14 08:29:23.574,15
1631608163574,95,4318,4306,14,0,2021-09-14 08:29:23.574,11
1631608163574,95,4318,1453,21,38,2021-09-14 08:29:23.574,16
1631608163574,95,4318,4313,22,40,2021-09-14 08:29:23.574,25
1631608194910,95,4318,6354,5,0,2021-09-14 08:29:54.910,23
1631608194910,95,4318,1233,8,34,2021-09-14 08:29:54.910,14
1631608194910,95,4318,4306,14,0,2021-09-14 08:29:54.910,11
1631608194910,95,4318,1453,21,38,2021-09-14 08:29:54.910,16
1631608194910,95,4318,4313,22,75,2021-09-14 08:29:54.910,25
1631608225161,95,4318,6354,5,46,2021-09-14 08:30:25.161,23
1631608225161,95,4318,1906,9,40,2021-09-14 08:30:25.161,14
1631608225161,95,4318,4306,14,0,2021-09-14 08:30:25.161,11
1631608225161,95,4318,4306,14,68,2021-09-14 08:30:25.161,26
1631608225161,95,4318,4313,22,40,2021-09-14 08:30:25.161,16
1631608225161,95,4318,4313,22,375,2021-09-14 08:30:25.161,25
1631608257053,95,4318,6354,5,46,2021-09-14 08:30:57.053,23
1631608257053,95,4318,1906,9,40,2021-09-14 08:30:57.053,14
1631608257053,95,4318,4306,14,68,2021-09-14 08:30:57.053,26
1631608257053,95,4318,4313,22,40,2021-09-14 08:30:57.053,16
1631608257053,95,4318,4314,23,44,2021-09-14 08:30:57.053,25
1631608287121,95,4318,6354,5,192,2021-09-14 08:31:27.121,23
1631608287121,95,4318,1909,10,0,2021-09-14 08:31:27.121,14
1631608287121,95,4318,4306,14,68,2021-09-14 08:31:27.121,26
1631608287121,95,4318,4307,15,6,2021-09-14 08:31:27.121,27
1631608287121,95,4318,4307,15,105,2021-09-14 08:31:27.121,28
1631608287121,95,4318,4313,22,40,2021-09-14 08:31:27.121,16
1631608287121,95,4318,4314,23,44,2021-09-14 08:31:27.121,25
1631608317298,95,4318,6354,5,318,2021-09-14 08:31:57.298,23
1631608317298,95,4318,1909,10,0,2021-09-14 08:31:57.298,14
1631608317298,95,4318,4307,15,6,2021-09-14 08:31:57.298,26
1631608317298,95,4318,4307,15,105,2021-09-14 08:31:57.298,28
1631608317298,95,4318,4313,22,40,2021-09-14 08:31:57.298,16
1631608317298,95,4318,4314,23,44,2021-09-14 08:31:57.298,25
1631608347276,95,4318,2268,2,0,2021-09-14 08:32:27.276,29
1631608347276,95,4318,6354,5,318,2021-09-14 08:32:27.276,23
1631608347276,95,4318,1909,10,282,2021-09-14 08:32:27.276,14
1631608347276,95,4318,4307,15,49,2021-09-14 08:32:27.276,26
1631608347276,95,4318,3558,16,0,2021-09-14 08:32:27.276,28
1631608347276,95,4318,4313,22,40,2021-09-14 08:32:27.276,16
1631608347276,95,4318,4314,23,44,2021-09-14 08:32:27.276,25
1631608378611,95,4318,2268,2,14,2021-09-14 08:32:58.611,29
1631608378611,95,4318,6354,5,318,2021-09-14 08:32:58.611,23
1631608378611,95,4318,4303,11,4,2021-09-14 08:32:58.611,14
1631608378611,95,4318,4307,15,183,2021-09-14 08:32:58.611,26
1631608378611,95,4318,3558,16,0,2021-09-14 08:32:58.611,28
1631608378611,95,4318,4315,24,42,2021-09-14 08:32:58.611,25
1631608409547,95,4318,1703,3,0,2021-09-14 08:33:29.547,29
1631608409547,95,4318,6354,5,318,2021-09-14 08:33:29.547,23
1631608409547,95,4318,4303,11,118,2021-09-14 08:33:29.547,14
1631608409547,95,4318,4307,15,6,2021-09-14 08:33:29.547,30
1631608409547,95,4318,3558,16,6,2021-09-14 08:33:29.547,26
1631608409547,95,4318,3558,16,83,2021-09-14 08:33:29.547,28
1631608409547,95,4318,4315,24,42,2021-09-14 08:33:29.547,25
1631608440947,95,4318,1703,3,13,2021-09-14 08:34:00.947,29
1631608440947,95,4318,4303,11,283,2021-09-14 08:34:00.947,14
1631608440947,95,4318,4307,15,6,2021-09-14 08:34:00.947,30
1631608440947,95,4318,3558,16,72,2021-09-14 08:34:00.947,26
1631608440947,95,4318,3558,16,206,2021-09-14 08:34:00.947,28
1631608473083,95,4318,1703,3,152,2021-09-14 08:34:33.083,29
1631608473083,95,4318,4304,12,38,2021-09-14 08:34:33.083,14
1631608473083,95,4318,3558,16,284,2021-09-14 08:34:33.083,30
1631608473083,95,4318,3558,16,582,2021-09-14 08:34:33.083,28
1631608505953,95,4318,1128,4,0,2021-09-14 08:35:05.953,29
1631608505953,95,4318,6433,6,40,2021-09-14 08:35:05.953,31
1631608505953,95,4318,4304,12,46,2021-09-14 08:35:05.953,14
1631608505953,95,4318,4308,17,0,2021-09-14 08:35:05.953,30
1631608505953,95,4318,4308,17,34,2021-09-14 08:35:05.953,28
1631608537652,95,4318,1128,4,74,2021-09-14 08:35:37.652,29
1631608537652,95,4318,6433,6,40,2021-09-14 08:35:37.652,31
1631608537652,95,4318,4304,12,46,2021-09-14 08:35:37.652,14
1631608537652,95,4318,4307,15,6,2021-09-14 08:35:37.652,32
1631608537652,95,4318,4308,17,34,2021-09-14 08:35:37.652,30
1631608537652,95,4318,4308,17,102,2021-09-14 08:35:37.652,28
1631608569009,95,4318,1128,4,194,2021-09-14 08:36:09.009,29
1631608569009,95,4318,1729,7,46,2021-09-14 08:36:09.009,31
1631608569009,95,4318,4305,13,38,2021-09-14 08:36:09.009,14
1631608569009,95,4318,4308,17,254,2021-09-14 08:36:09.009,30
1631608569009,95,4318,4309,18,0,2021-09-14 08:36:09.009,28
1631608600499,95,4318,1128,4,194,2021-09-14 08:36:40.499,29
1631608600499,95,4318,1729,7,224,2021-09-14 08:36:40.499,31
1631608600499,95,4318,4305,13,38,2021-09-14 08:36:40.499,14
1631608600499,95,4318,4308,17,262,2021-09-14 08:36:40.499,30
1631608600499,95,4318,4309,18,38,2021-09-14 08:36:40.499,28
1631608631542,95,4318,6354,5,36,2021-09-14 08:37:11.542,29
1631608631542,95,4318,1233,8,52,2021-09-14 08:37:11.542,31
1631608631542,95,4318,4305,13,38,2021-09-14 08:37:11.542,14
1631608631542,95,4318,4307,15,6,2021-09-14 08:37:11.542,33
1631608631542,95,4318,4309,18,0,2021-09-14 08:37:11.542,30
1631608631542,95,4318,4309,18,257,2021-09-14 08:37:11.542,28
1631608662529,95,4318,6354,5,256,2021-09-14 08:37:42.529,29
1631608662529,95,4318,1233,8,315,2021-09-14 08:37:42.529,31
1631608662529,95,4318,4306,14,42,2021-09-14 08:37:42.529,14
1631608662529,95,4318,4307,15,6,2021-09-14 08:37:42.529,33
1631608662529,95,4318,4309,18,126,2021-09-14 08:37:42.529,30
1631608662529,95,4318,4309,18,257,2021-09-14 08:37:42.529,28
1631608694577,95,4318,6354,5,256,2021-09-14 08:38:14.577,29
1631608694577,95,4318,1233,8,332,2021-09-14 08:38:14.577,31
1631608694577,95,4318,4306,14,42,2021-09-14 08:38:14.577,14
1631608694577,95,4318,4309,18,126,2021-09-14 08:38:14.577,30
1631608694577,95,4318,4309,18,257,2021-09-14 08:38:14.577,28
1631608724655,95,4318,2268,2,64,2021-09-14 08:38:44.655,34
1631608724655,95,4318,6354,5,256,2021-09-14 08:38:44.655,29
1631608724655,95,4318,1233,8,489,2021-09-14 08:38:44.655,31
1631608724655,95,4318,4307,15,6,2021-09-14 08:38:44.655,14
1631608724655,95,4318,4309,18,126,2021-09-14 08:38:44.655,30
1631608724655,95,4318,4309,18,257,2021-09-14 08:38:44.655,28
1631608755507,95,4318,2268,2,64,2021-09-14 08:39:15.507,34
1631608755507,95,4318,6354,5,256,2021-09-14 08:39:15.507,29
1631608755507,95,4318,1906,9,5,2021-09-14 08:39:15.507,31
1631608755507,95,4318,4307,15,38,2021-09-14 08:39:15.507,14
1631608755507,95,4318,4309,18,126,2021-09-14 08:39:15.507,30
1631608755507,95,4318,4309,18,257,2021-09-14 08:39:15.507,28
1631608786700,95,4318,1703,3,46,2021-09-14 08:39:46.700,34
1631608786700,95,4318,6354,5,256,2021-09-14 08:39:46.700,29
1631608786700,95,4318,1906,9,251,2021-09-14 08:39:46.700,31
1631608786700,95,4318,3558,16,3,2021-09-14 08:39:46.700,14
1631608786700,95,4318,4309,18,126,2021-09-14 08:39:46.700,30
1631608786700,95,4318,4310,19,92,2021-09-14 08:39:46.700,28
1631608818005,95,4318,1703,3,156,2021-09-14 08:40:18.005,34
1631608818005,95,4318,6433,6,59,2021-09-14 08:40:18.005,29
1631608818005,95,4318,1909,10,0,2021-09-14 08:40:18.005,31
1631608818005,95,4318,3558,16,3,2021-09-14 08:40:18.005,14
1631608818005,95,4318,4310,19,92,2021-09-14 08:40:18.005,28
1631608848222,95,4318,1128,4,0,2021-09-14 08:40:48.222,34
1631608848222,95,4318,1729,7,46,2021-09-14 08:40:48.222,29
1631608848222,95,4318,1909,10,38,2021-09-14 08:40:48.222,31
1631608848222,95,4318,3558,16,55,2021-09-14 08:40:48.222,14
1631608848222,95,4318,4311,20,0,2021-09-14 08:40:48.222,28
1631608878812,95,4318,1128,4,13,2021-09-14 08:41:18.812,34
1631608878812,95,4318,1729,7,46,2021-09-14 08:41:18.812,29
1631608878812,95,4318,1909,10,196,2021-09-14 08:41:18.812,31
1631608878812,95,4318,3558,16,118,2021-09-14 08:41:18.812,14
1631608878812,95,4318,4311,20,0,2021-09-14 08:41:18.812,28
1631608909923,95,4318,1128,4,220,2021-09-14 08:41:49.923,34
1631608909923,95,4318,1729,7,46,2021-09-14 08:41:49.923,29
1631608909923,95,4318,4303,11,4,2021-09-14 08:41:49.923,31
1631608909923,95,4318,4307,15,6,2021-09-14 08:41:49.923,35
1631608909923,95,4318,3558,16,294,2021-09-14 08:41:49.923,14
1631608909923,95,4318,4311,20,42,2021-09-14 08:41:49.923,28
1631608941933,95,4318,1128,4,235,2021-09-14 08:42:21.933,34
1631608941933,95,4318,1729,7,46,2021-09-14 08:42:21.933,29
1631608941933,95,4318,4303,11,34,2021-09-14 08:42:21.933,31
1631608941933,95,4318,3558,16,504,2021-09-14 08:42:21.933,14
1631608941933,95,4318,4311,20,184,2021-09-14 08:42:21.933,28
1631608972944,95,4318,6354,5,60,2021-09-14 08:42:52.944,34
1631608972944,95,4318,1233,8,332,2021-09-14 08:42:52.944,29
1631608972944,95,4318,4303,11,34,2021-09-14 08:42:52.944,31
1631608972944,95,4318,4307,15,6,2021-09-14 08:42:52.944,36
1631608972944,95,4318,4308,17,34,2021-09-14 08:42:52.944,14
1631608972944,95,4318,4311,20,171,2021-09-14 08:42:52.944,37
1631608972944,95,4318,1453,21,0,2021-09-14 08:42:52.944,28
1631609004433,95,4318,6354,5,167,2021-09-14 08:43:24.433,34
1631609004433,95,4318,1233,8,495,2021-09-14 08:43:24.433,29
1631609004433,95,4318,4303,11,34,2021-09-14 08:43:24.433,31
1631609004433,95,4318,4307,15,6,2021-09-14 08:43:24.433,36
1631609004433,95,4318,4308,17,34,2021-09-14 08:43:24.433,14
1631609004433,95,4318,1453,21,0,2021-09-14 08:43:24.433,37
1631609004433,95,4318,1453,21,0,2021-09-14 08:43:24.433,28
1631609035409,95,4318,6354,5,246,2021-09-14 08:43:55.409,34
1631609035409,95,4318,1906,9,0,2021-09-14 08:43:55.409,29
1631609035409,95,4318,4303,11,34,2021-09-14 08:43:55.409,31
1631609035409,95,4318,4308,17,34,2021-09-14 08:43:55.409,14
1631609035409,95,4318,1453,21,29,2021-09-14 08:43:55.409,37
1631609035409,95,4318,1453,21,149,2021-09-14 08:43:55.409,28
1631609066617,95,4318,2268,2,44,2021-09-14 08:44:26.617,38
1631609066617,95,4318,6354,5,388,2021-09-14 08:44:26.617,34
